 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.61,0.74,0.27,0.47,0.24,0.28,0.39,0.25,0.37,0.31,0.51,0.44,0.45,0.45,0.38,0.67,0.65,210_NUT.csv
0.83,0.68,0.36,0.78,0.36,0.47,0.25,0.17,0.52,0.22,0.82,0.4,0.63,0.5,0.57,0.54,0.58,330_NUT.csv
0.79,0.29,0.68,0.43,0.48,0.58,0.44,0.55,0.49,0.39,0.89,0.79,0.85,0.34,0.54,0.58,0.41,313_SAD.csv
0.66,0.9,0.33,0.89,0.27,0.35,0.43,0.43,0.46,0.34,0.74,0.48,0.73,0.28,0.85,0.89,0.38,315_SUR.csv
0.57,0.44,0.4,0.77,0.9,0.8,0.37,0.84,0.96,0.69,0.71,0.49,0.85,0.49,0.95,0.71,0.35,241_HPY.csv
0.76,0.7,0.34,0.63,0.89,0.88,0.42,0.83,0.97,0.75,0.36,0.27,0.66,0.43,0.98,0.74,0.37,181_HPY.csv
0.94,0.97,0.54,0.99,0.41,0.16,0.3,0.36,0.64,0.35,0.88,0.52,0.9,0.31,0.79,0.7,0.3,614_FER.csv
0.42,0.24,0.63,0.33,0.43,0.37,0.5,0.38,0.43,0.4,0.68,0.59,0.78,0.43,0.53,0.58,0.36,270_NUT.csv
0.83,0.87,0.5,0.85,0.39,0.28,0.48,0.66,0.58,0.45,0.72,0.42,0.81,0.34,0.96,0.88,0.46,465_SUR.csv
0.7,0.65,0.65,0.9,0.34,0.39,0.43,0.49,0.42,0.21,0.81,0.55,0.82,0.42,0.67,0.57,0.24,274_FER.csv
0.42,0.45,0.19,0.56,0.92,0.86,0.46,0.81,0.98,0.78,0.54,0.37,0.54,0.45,0.91,0.31,0.42,71_HPY.csv
0.88,0.77,0.59,0.96,0.27,0.24,0.3,0.36,0.41,0.32,0.69,0.44,0.78,0.39,0.66,0.74,0.24,14_FER.csv
0.43,0.39,0.78,0.72,0.44,0.47,0.45,0.26,0.37,0.51,0.72,0.94,0.76,0.7,0.19,0.56,0.2,362_ANG.csv
0.82,0.9,0.35,0.86,0.24,0.37,0.4,0.61,0.56,0.19,0.6,0.42,0.52,0.41,0.83,0.83,0.51,155_SUR.csv
0.91,0.98,0.43,0.89,0.38,0.51,0.27,0.33,0.59,0.16,0.77,0.35,0.79,0.41,0.95,0.9,0.45,65_SUR.csv
0.8,0.4,0.81,0.53,0.38,0.41,0.43,0.36,0.39,0.38,0.79,0.76,0.79,0.44,0.47,0.49,0.56,373_SAD.csv
0.88,0.95,0.66,0.93,0.57,0.6,0.42,0.65,0.75,0.5,0.74,0.73,0.85,0.35,0.96,0.9,0.38,45_SUR.csv
0.49,0.32,0.39,0.29,0.94,0.92,0.48,0.92,0.98,0.83,0.62,0.56,0.72,0.4,0.94,0.61,0.61,101_HPY.csv
0.78,0.74,0.25,0.63,0.86,0.87,0.55,0.87,0.96,0.76,0.49,0.3,0.81,0.49,0.95,0.72,0.45,31_HPY.csv
0.43,0.33,0.43,0.75,0.89,0.65,0.48,0.81,0.98,0.88,0.47,0.22,0.85,0.35,0.96,0.69,0.45,611_HPY.csv
0.67,0.58,0.73,0.49,0.4,0.58,0.38,0.58,0.53,0.41,0.88,0.89,0.77,0.49,0.38,0.18,0.58,103_SAD.csv
0.39,0.21,0.96,0.25,0.6,0.63,0.78,0.41,0.34,0.61,0.75,0.82,0.83,0.55,0.37,0.45,0.52,322_ANG.csv
0.92,0.97,0.43,0.75,0.25,0.25,0.23,0.3,0.48,0.19,0.68,0.36,0.79,0.38,0.93,0.94,0.46,125_SUR.csv
0.35,0.15,0.3,0.41,0.96,0.94,0.59,0.87,0.98,0.8,0.42,0.18,0.48,0.59,0.94,0.59,0.45,461_HPY.csv
0.4,0.35,0.3,0.61,0.91,0.82,0.63,0.83,0.96,0.55,0.68,0.4,0.66,0.41,0.89,0.55,0.62,231_HPY.csv
0.32,0.25,0.83,0.36,0.34,0.47,0.34,0.18,0.38,0.66,0.4,0.72,0.58,0.54,0.26,0.82,0.46,212_ANG.csv
0.68,0.66,0.28,0.48,0.87,0.63,0.53,0.85,0.97,0.8,0.48,0.29,0.72,0.34,0.94,0.46,0.48,11_HPY.csv
0.69,0.34,0.89,0.55,0.44,0.62,0.59,0.4,0.29,0.28,0.83,0.84,0.69,0.43,0.47,0.47,0.54,323_SAD.csv
0.78,0.94,0.55,0.63,0.31,0.46,0.35,0.6,0.57,0.34,0.77,0.6,0.52,0.34,0.9,0.77,0.54,105_SUR.csv
0.88,0.52,0.88,0.61,0.6,0.68,0.38,0.38,0.48,0.24,0.89,0.69,0.79,0.36,0.49,0.38,0.62,233_SAD.csv
0.31,0.31,0.22,0.28,0.9,0.75,0.37,0.85,0.98,0.82,0.39,0.25,0.56,0.41,0.92,0.49,0.62,361_HPY.csv
0.6,0.45,0.37,0.4,0.87,0.81,0.54,0.87,0.97,0.87,0.6,0.22,0.8,0.34,0.96,0.51,0.63,571_HPY.csv
0.61,0.49,0.34,0.48,0.76,0.72,0.49,0.66,0.94,0.41,0.65,0.31,0.67,0.35,0.94,0.72,0.71,491_HPY.csv
0.91,0.56,0.52,0.7,0.42,0.72,0.17,0.23,0.54,0.27,0.9,0.59,0.74,0.42,0.52,0.5,0.55,333_SAD.csv
0.54,0.27,0.98,0.5,0.53,0.69,0.79,0.61,0.32,0.36,0.82,0.72,0.66,0.37,0.42,0.38,0.34,462_ANG.csv
0.87,0.73,0.48,0.31,0.38,0.64,0.55,0.26,0.45,0.31,0.92,0.53,0.78,0.38,0.59,0.69,0.73,33_SAD.csv
0.42,0.53,0.29,0.18,0.27,0.27,0.37,0.58,0.56,0.54,0.85,0.79,0.8,0.53,0.41,0.29,0.61,100_NUT.csv
0.92,0.86,0.74,0.54,0.37,0.41,0.23,0.32,0.4,0.12,0.9,0.76,0.77,0.42,0.68,0.56,0.54,183_SAD.csv
0.74,0.28,0.81,0.3,0.4,0.62,0.44,0.55,0.45,0.26,0.9,0.93,0.75,0.52,0.39,0.47,0.38,273_SAD.csv
0.67,0.54,0.85,0.32,0.49,0.77,0.64,0.51,0.48,0.47,0.9,0.86,0.71,0.33,0.44,0.39,0.55,583_SAD.csv
0.77,0.42,0.95,0.31,0.45,0.45,0.38,0.43,0.37,0.36,0.85,0.79,0.62,0.43,0.48,0.72,0.54,713_SAD.csv
0.74,0.8,0.72,0.76,0.45,0.49,0.61,0.6,0.62,0.61,0.93,0.77,0.94,0.34,0.63,0.49,0.51,193_SAD.csv
0.81,0.31,0.72,0.57,0.37,0.67,0.51,0.63,0.44,0.36,0.89,0.65,0.68,0.28,0.52,0.41,0.41,463_SAD.csv
0.93,0.97,0.38,0.82,0.24,0.35,0.24,0.28,0.47,0.12,0.62,0.37,0.5,0.36,0.88,0.93,0.56,225_SUR.csv
0.66,0.32,0.9,0.57,0.6,0.61,0.6,0.59,0.52,0.37,0.92,0.84,0.71,0.54,0.4,0.26,0.58,253_SAD.csv
0.34,0.29,0.58,0.21,0.88,0.85,0.53,0.74,0.96,0.8,0.53,0.59,0.83,0.44,0.8,0.41,0.66,581_HPY.csv
0.3,0.17,0.97,0.26,0.61,0.63,0.73,0.48,0.33,0.48,0.77,0.93,0.77,0.63,0.22,0.41,0.5,52_ANG.csv
0.89,0.92,0.45,0.98,0.37,0.3,0.35,0.38,0.5,0.42,0.8,0.3,0.86,0.22,0.91,0.45,0.3,384_FER.csv
0.94,0.98,0.41,0.96,0.19,0.4,0.24,0.3,0.49,0.27,0.47,0.35,0.62,0.4,0.88,0.92,0.52,215_SUR.csv
0.82,0.8,0.4,0.81,0.39,0.22,0.35,0.4,0.49,0.3,0.79,0.83,0.76,0.54,0.41,0.46,0.54,53_SAD.csv
0.54,0.56,0.26,0.43,0.28,0.33,0.41,0.25,0.35,0.28,0.57,0.3,0.7,0.47,0.45,0.44,0.54,10_NUT.csv
0.93,0.96,0.33,0.99,0.29,0.31,0.36,0.19,0.35,0.06,0.61,0.46,0.66,0.47,0.77,0.81,0.42,55_SUR.csv
0.57,0.22,0.99,0.31,0.52,0.63,0.56,0.35,0.29,0.73,0.52,0.78,0.79,0.56,0.23,0.64,0.45,372_ANG.csv
0.88,0.91,0.63,0.89,0.51,0.69,0.33,0.57,0.67,0.49,0.66,0.4,0.69,0.4,0.93,0.79,0.4,565_SUR.csv
0.24,0.08,0.74,0.14,0.72,0.85,0.72,0.7,0.5,0.68,0.81,0.81,0.88,0.4,0.42,0.75,0.47,312_ANG.csv
0.85,0.66,0.53,0.41,0.33,0.59,0.31,0.27,0.38,0.23,0.74,0.66,0.66,0.43,0.41,0.49,0.69,363_SAD.csv
0.39,0.31,0.46,0.52,0.94,0.77,0.49,0.89,0.98,0.83,0.68,0.31,0.91,0.39,0.98,0.6,0.47,41_HPY.csv
0.49,0.48,0.61,0.47,0.39,0.37,0.53,0.46,0.5,0.45,0.79,0.66,0.76,0.48,0.5,0.57,0.48,610_NUT.csv
0.62,0.44,0.81,0.51,0.63,0.63,0.46,0.5,0.56,0.31,0.91,0.8,0.93,0.39,0.7,0.57,0.45,43_SAD.csv
0.84,0.64,0.95,0.76,0.19,0.3,0.26,0.23,0.28,0.35,0.88,0.64,0.74,0.44,0.48,0.46,0.59,303_SAD.csv
0.71,0.66,0.39,0.46,0.25,0.39,0.45,0.3,0.4,0.2,0.77,0.69,0.55,0.43,0.49,0.67,0.69,490_NUT.csv
0.49,0.24,0.47,0.23,0.38,0.48,0.63,0.62,0.48,0.52,0.74,0.48,0.69,0.44,0.52,0.46,0.47,460_NUT.csv
0.56,0.37,0.51,0.45,0.44,0.36,0.37,0.27,0.4,0.15,0.72,0.44,0.45,0.42,0.58,0.49,0.53,380_NUT.csv
0.95,0.99,0.19,0.99,0.34,0.2,0.22,0.21,0.56,0.27,0.88,0.52,0.9,0.38,0.73,0.37,0.33,234_FER.csv
0.78,0.56,0.87,0.61,0.39,0.56,0.34,0.46,0.44,0.42,0.86,0.81,0.9,0.48,0.43,0.45,0.47,83_SAD.csv
0.78,0.86,0.38,0.37,0.25,0.26,0.3,0.25,0.45,0.26,0.64,0.39,0.86,0.46,0.62,0.67,0.5,120_NUT.csv
0.38,0.16,0.82,0.37,0.96,0.93,0.61,0.87,0.98,0.85,0.5,0.28,0.76,0.43,0.96,0.58,0.35,561_HPY.csv
0.96,0.99,0.23,0.95,0.29,0.4,0.12,0.18,0.54,0.21,0.72,0.37,0.68,0.41,0.89,0.9,0.53,335_SUR.csv
0.92,0.8,0.63,0.97,0.41,0.62,0.38,0.53,0.62,0.3,0.86,0.39,0.67,0.23,0.93,0.61,0.26,164_FER.csv
0.4,0.37,0.41,0.42,0.89,0.81,0.61,0.82,0.95,0.84,0.44,0.44,0.8,0.4,0.97,0.83,0.73,161_HPY.csv
0.63,0.61,0.29,0.96,0.25,0.38,0.46,0.28,0.34,0.06,0.78,0.36,0.72,0.41,0.73,0.68,0.24,94_FER.csv
0.85,0.64,0.79,0.42,0.4,0.67,0.39,0.63,0.58,0.51,0.89,0.79,0.76,0.3,0.47,0.56,0.62,223_SAD.csv
0.46,0.26,0.51,0.26,0.96,0.85,0.51,0.94,0.97,0.91,0.53,0.25,0.79,0.32,0.97,0.68,0.4,711_HPY.csv
0.39,0.25,0.94,0.35,0.54,0.38,0.7,0.4,0.35,0.51,0.67,0.79,0.78,0.57,0.23,0.44,0.42,232_ANG.csv
0.88,0.95,0.45,0.94,0.34,0.46,0.3,0.49,0.63,0.33,0.75,0.62,0.72,0.28,0.89,0.85,0.4,165_SUR.csv
0.94,0.98,0.53,0.89,0.21,0.35,0.24,0.18,0.41,0.18,0.7,0.36,0.67,0.25,0.92,0.86,0.61,205_SUR.csv
0.94,0.98,0.42,0.98,0.27,0.33,0.32,0.41,0.54,0.24,0.7,0.39,0.73,0.29,0.96,0.91,0.33,15_SUR.csv
0.34,0.24,0.96,0.42,0.74,0.77,0.61,0.59,0.61,0.48,0.55,0.78,0.91,0.59,0.66,0.71,0.4,42_ANG.csv
0.89,0.7,0.54,0.45,0.29,0.66,0.42,0.29,0.41,0.24,0.94,0.8,0.66,0.44,0.48,0.67,0.81,493_SAD.csv
0.87,0.82,0.78,0.9,0.52,0.67,0.32,0.34,0.67,0.77,0.74,0.55,0.93,0.39,0.67,0.58,0.35,564_FER.csv
0.7,0.51,0.49,0.65,0.36,0.39,0.46,0.21,0.47,0.19,0.81,0.52,0.77,0.37,0.54,0.32,0.45,73_SAD.csv
0.92,0.97,0.55,0.98,0.34,0.27,0.22,0.25,0.42,0.24,0.7,0.53,0.88,0.52,0.74,0.73,0.38,184_FER.csv
0.58,0.29,0.96,0.51,0.6,0.76,0.56,0.4,0.39,0.59,0.78,0.75,0.91,0.55,0.3,0.61,0.44,82_ANG.csv
0.67,0.55,0.51,0.61,0.41,0.48,0.56,0.31,0.37,0.24,0.84,0.36,0.5,0.48,0.43,0.53,0.7,280_NUT.csv
0.75,0.58,0.8,0.33,0.51,0.64,0.44,0.66,0.58,0.48,0.89,0.74,0.83,0.39,0.53,0.6,0.64,573_SAD.csv
0.95,0.99,0.79,0.95,0.17,0.3,0.16,0.17,0.28,0.27,0.7,0.44,0.59,0.25,0.91,0.87,0.52,305_SUR.csv
0.49,0.6,0.36,0.44,0.83,0.77,0.35,0.83,0.96,0.78,0.49,0.24,0.83,0.38,0.94,0.56,0.56,261_HPY.csv
0.57,0.39,0.97,0.34,0.46,0.42,0.63,0.3,0.43,0.57,0.53,0.65,0.82,0.57,0.52,0.7,0.55,22_ANG.csv
0.5,0.45,0.51,0.57,0.37,0.42,0.61,0.69,0.48,0.28,0.72,0.46,0.56,0.42,0.64,0.52,0.51,150_NUT.csv
0.93,0.35,0.84,0.38,0.45,0.82,0.39,0.46,0.45,0.3,0.85,0.67,0.82,0.33,0.66,0.44,0.78,163_SAD.csv
0.5,0.27,0.81,0.51,0.43,0.24,0.57,0.4,0.36,0.72,0.54,0.55,0.79,0.39,0.54,0.68,0.43,370_NUT.csv
0.51,0.52,0.68,0.72,0.39,0.34,0.47,0.43,0.59,0.69,0.63,0.66,0.9,0.48,0.55,0.62,0.52,190_NUT.csv
0.94,0.97,0.6,0.97,0.37,0.34,0.28,0.45,0.73,0.44,0.75,0.62,0.79,0.29,0.93,0.76,0.26,245_SUR.csv
0.68,0.63,0.55,0.82,0.38,0.42,0.43,0.31,0.6,0.37,0.82,0.51,0.74,0.39,0.56,0.29,0.4,240_NUT.csv
0.89,0.96,0.65,0.84,0.37,0.16,0.46,0.43,0.5,0.38,0.73,0.37,0.76,0.37,0.93,0.91,0.54,25_SUR.csv
0.84,0.61,0.6,0.95,0.33,0.35,0.43,0.63,0.5,0.49,0.94,0.66,0.95,0.26,0.6,0.59,0.22,464_FER.csv
0.77,0.94,0.45,0.92,0.24,0.15,0.38,0.42,0.44,0.17,0.82,0.5,0.77,0.35,0.91,0.87,0.32,85_SUR.csv
0.53,0.45,0.93,0.52,0.41,0.46,0.61,0.3,0.38,0.22,0.87,0.54,0.71,0.45,0.5,0.59,0.65,282_ANG.csv
0.42,0.26,0.94,0.35,0.47,0.72,0.75,0.42,0.39,0.56,0.66,0.9,0.78,0.52,0.23,0.45,0.44,582_ANG.csv
0.47,0.56,0.65,0.37,0.31,0.28,0.5,0.29,0.41,0.45,0.59,0.44,0.82,0.47,0.58,0.57,0.59,20_NUT.csv
0.3,0.25,0.54,0.4,0.91,0.71,0.53,0.9,0.95,0.92,0.5,0.3,0.91,0.37,0.92,0.66,0.55,81_HPY.csv
0.72,0.82,0.31,0.36,0.28,0.48,0.52,0.4,0.53,0.39,0.71,0.6,0.7,0.38,0.54,0.7,0.62,220_NUT.csv
0.57,0.33,0.45,0.62,0.46,0.62,0.56,0.46,0.42,0.13,0.95,0.82,0.78,0.33,0.56,0.47,0.48,93_SAD.csv
0.91,0.96,0.24,0.98,0.36,0.32,0.29,0.53,0.66,0.37,0.88,0.41,0.72,0.17,0.72,0.58,0.32,224_FER.csv
0.82,0.85,0.38,0.62,0.32,0.41,0.35,0.28,0.46,0.18,0.6,0.58,0.72,0.44,0.68,0.71,0.45,180_NUT.csv
0.83,0.77,0.57,0.77,0.28,0.44,0.51,0.31,0.39,0.29,0.87,0.45,0.88,0.34,0.58,0.56,0.47,284_FER.csv
0.5,0.43,0.25,0.44,0.92,0.79,0.68,0.88,0.97,0.89,0.54,0.36,0.83,0.31,0.91,0.68,0.82,221_HPY.csv
0.86,0.96,0.34,0.93,0.33,0.49,0.41,0.28,0.53,0.09,0.67,0.29,0.49,0.32,0.95,0.84,0.45,75_SUR.csv
0.48,0.22,0.88,0.54,0.37,0.54,0.61,0.33,0.32,0.3,0.77,0.66,0.81,0.5,0.41,0.62,0.47,202_ANG.csv
0.85,0.98,0.6,0.52,0.34,0.52,0.41,0.35,0.51,0.37,0.71,0.62,0.62,0.37,0.92,0.92,0.55,585_SUR.csv
0.79,0.85,0.63,0.93,0.4,0.26,0.36,0.5,0.56,0.6,0.7,0.38,0.73,0.38,0.88,0.69,0.34,714_FER.csv
0.41,0.18,0.46,0.68,0.94,0.97,0.67,0.84,0.95,0.82,0.53,0.34,0.88,0.51,0.86,0.67,0.57,201_HPY.csv
0.37,0.12,0.95,0.27,0.64,0.85,0.75,0.32,0.32,0.32,0.77,0.84,0.79,0.64,0.21,0.47,0.46,92_ANG.csv
0.45,0.31,0.42,0.57,0.42,0.51,0.61,0.38,0.43,0.09,0.76,0.44,0.71,0.44,0.63,0.73,0.5,90_NUT.csv
0.95,0.98,0.29,0.93,0.36,0.29,0.27,0.28,0.46,0.15,0.77,0.37,0.58,0.35,0.9,0.94,0.62,235_SUR.csv
0.52,0.32,0.75,0.52,0.51,0.44,0.63,0.58,0.59,0.42,0.72,0.51,0.79,0.54,0.53,0.45,0.41,250_NUT.csv
0.54,0.39,0.61,0.44,0.83,0.95,0.49,0.65,0.95,0.47,0.52,0.26,0.69,0.54,0.88,0.81,0.76,281_HPY.csv
0.53,0.36,0.59,0.26,0.41,0.18,0.41,0.44,0.46,0.54,0.7,0.51,0.76,0.49,0.6,0.64,0.38,710_NUT.csv
0.45,0.53,0.46,0.44,0.23,0.2,0.43,0.31,0.33,0.31,0.82,0.63,0.82,0.38,0.39,0.54,0.46,80_NUT.csv
0.86,0.96,0.68,0.7,0.47,0.62,0.43,0.68,0.7,0.36,0.74,0.52,0.61,0.28,0.96,0.88,0.6,575_SUR.csv
0.54,0.55,0.31,0.4,0.82,0.71,0.46,0.84,0.97,0.9,0.5,0.32,0.83,0.56,0.9,0.7,0.54,121_HPY.csv
0.86,0.64,0.74,0.39,0.42,0.6,0.49,0.34,0.43,0.23,0.9,0.85,0.79,0.53,0.34,0.48,0.63,283_SAD.csv
0.97,0.97,0.69,0.85,0.32,0.61,0.32,0.35,0.43,0.19,0.83,0.46,0.73,0.38,0.92,0.93,0.71,285_SUR.csv
0.32,0.27,0.66,0.54,0.89,0.73,0.61,0.85,0.97,0.86,0.58,0.25,0.83,0.44,0.95,0.63,0.42,191_HPY.csv
0.81,0.48,0.9,0.56,0.48,0.35,0.52,0.47,0.44,0.57,0.89,0.83,0.85,0.48,0.56,0.55,0.61,23_SAD.csv
0.35,0.16,0.74,0.39,0.91,0.78,0.56,0.87,0.97,0.91,0.41,0.27,0.64,0.36,0.94,0.64,0.39,371_HPY.csv
0.68,0.52,0.82,0.52,0.43,0.44,0.72,0.44,0.34,0.42,0.68,0.88,0.78,0.6,0.29,0.48,0.32,12_ANG.csv
0.57,0.6,0.4,0.65,0.39,0.44,0.47,0.25,0.53,0.23,0.61,0.44,0.48,0.47,0.54,0.38,0.38,70_NUT.csv
0.38,0.12,0.47,0.54,0.94,0.84,0.77,0.89,0.96,0.62,0.63,0.21,0.67,0.37,0.95,0.48,0.33,91_HPY.csv
0.38,0.41,0.4,0.64,0.41,0.33,0.49,0.44,0.5,0.41,0.75,0.56,0.86,0.37,0.5,0.67,0.37,310_NUT.csv
0.42,0.32,0.71,0.51,0.94,0.76,0.58,0.83,0.98,0.85,0.5,0.28,0.84,0.5,0.95,0.62,0.65,21_HPY.csv
0.81,0.21,0.95,0.44,0.69,0.87,0.35,0.49,0.53,0.7,0.77,0.88,0.89,0.6,0.35,0.31,0.48,563_SAD.csv
0.39,0.29,0.84,0.52,0.42,0.37,0.69,0.66,0.48,0.46,0.71,0.54,0.67,0.4,0.52,0.39,0.45,152_ANG.csv
0.81,0.74,0.6,0.79,0.37,0.46,0.28,0.29,0.55,0.43,0.76,0.77,0.89,0.45,0.56,0.32,0.4,263_SAD.csv
0.45,0.36,0.57,0.61,0.89,0.75,0.63,0.72,0.94,0.76,0.57,0.27,0.81,0.38,0.92,0.44,0.46,321_HPY.csv
0.35,0.22,0.64,0.33,0.95,0.82,0.75,0.9,0.96,0.72,0.64,0.25,0.79,0.42,0.96,0.72,0.69,251_HPY.csv
0.94,0.98,0.52,0.98,0.39,0.36,0.47,0.49,0.65,0.57,0.88,0.47,0.94,0.27,0.87,0.54,0.23,194_FER.csv
0.46,0.41,0.22,0.32,0.85,0.76,0.5,0.88,0.95,0.93,0.43,0.23,0.82,0.29,0.91,0.57,0.59,211_HPY.csv
0.93,0.93,0.48,0.98,0.43,0.2,0.24,0.46,0.76,0.7,0.89,0.53,0.91,0.36,0.86,0.5,0.26,244_FER.csv
0.65,0.75,0.52,0.69,0.43,0.59,0.39,0.31,0.61,0.54,0.6,0.56,0.86,0.43,0.56,0.34,0.46,260_NUT.csv
0.87,0.64,0.54,0.91,0.46,0.52,0.51,0.5,0.62,0.23,0.83,0.38,0.82,0.45,0.71,0.34,0.25,254_FER.csv
0.42,0.41,0.68,0.24,0.36,0.43,0.46,0.29,0.46,0.48,0.7,0.75,0.66,0.39,0.35,0.45,0.64,580_NUT.csv
0.66,0.87,0.56,0.83,0.34,0.2,0.45,0.41,0.46,0.27,0.5,0.19,0.52,0.29,0.94,0.93,0.32,715_SUR.csv
0.51,0.42,0.49,0.53,0.57,0.63,0.4,0.3,0.57,0.27,0.72,0.59,0.86,0.52,0.72,0.68,0.56,40_NUT.csv
0.45,0.25,0.98,0.15,0.59,0.56,0.51,0.31,0.38,0.63,0.76,0.77,0.78,0.59,0.31,0.49,0.42,712_ANG.csv
0.89,0.97,0.3,0.97,0.2,0.25,0.23,0.33,0.48,0.17,0.57,0.22,0.61,0.37,0.87,0.85,0.45,365_SUR.csv
0.83,0.2,0.88,0.45,0.44,0.81,0.36,0.33,0.46,0.41,0.83,0.78,0.87,0.38,0.43,0.61,0.53,203_SAD.csv
0.91,0.97,0.48,0.94,0.24,0.21,0.23,0.32,0.43,0.2,0.63,0.36,0.65,0.3,0.96,0.84,0.47,385_SUR.csv
0.52,0.27,0.98,0.38,0.54,0.89,0.45,0.4,0.51,0.67,0.7,0.86,0.88,0.67,0.3,0.57,0.49,572_ANG.csv
0.93,0.97,0.16,0.96,0.44,0.41,0.39,0.19,0.7,0.51,0.78,0.43,0.95,0.36,0.76,0.58,0.44,34_FER.csv
0.92,0.97,0.31,0.87,0.37,0.44,0.61,0.42,0.63,0.41,0.75,0.35,0.78,0.31,0.93,0.84,0.58,35_SUR.csv
0.42,0.29,0.4,0.36,0.85,0.77,0.45,0.6,0.94,0.63,0.45,0.31,0.64,0.5,0.81,0.48,0.55,51_HPY.csv
0.47,0.49,0.46,0.6,0.15,0.26,0.3,0.11,0.26,0.29,0.77,0.44,0.73,0.41,0.32,0.39,0.49,300_NUT.csv
0.48,0.37,0.59,0.55,0.32,0.27,0.51,0.18,0.28,0.22,0.66,0.64,0.69,0.57,0.27,0.52,0.58,50_NUT.csv
0.37,0.23,0.95,0.46,0.71,0.78,0.61,0.63,0.55,0.63,0.76,0.76,0.85,0.67,0.45,0.58,0.52,252_ANG.csv
0.3,0.19,0.28,0.33,0.83,0.6,0.45,0.82,0.96,0.89,0.55,0.35,0.85,0.3,0.89,0.45,0.31,311_HPY.csv
0.82,0.62,0.62,0.66,0.56,0.57,0.45,0.58,0.59,0.7,0.73,0.62,0.95,0.74,0.89,0.96,0.63,13_SAD.csv
0.64,0.46,0.21,0.64,0.84,0.82,0.29,0.76,0.97,0.71,0.42,0.29,0.75,0.44,0.9,0.45,0.74,331_HPY.csv
0.49,0.29,0.88,0.72,0.72,0.75,0.65,0.44,0.52,0.42,0.78,0.81,0.79,0.49,0.27,0.41,0.36,242_ANG.csv
0.82,0.24,0.75,0.32,0.45,0.61,0.31,0.27,0.42,0.22,0.85,0.82,0.86,0.4,0.43,0.51,0.63,383_SAD.csv
0.8,0.93,0.46,0.97,0.26,0.15,0.57,0.34,0.38,0.2,0.78,0.28,0.69,0.27,0.94,0.88,0.33,325_SUR.csv
0.49,0.55,0.36,0.56,0.33,0.3,0.42,0.28,0.44,0.35,0.71,0.49,0.68,0.42,0.43,0.54,0.49,230_NUT.csv
0.39,0.38,0.46,0.4,0.84,0.81,0.67,0.9,0.95,0.57,0.56,0.37,0.76,0.35,0.97,0.67,0.55,151_HPY.csv
0.83,0.62,0.67,0.44,0.31,0.41,0.29,0.23,0.44,0.32,0.74,0.61,0.78,0.49,0.43,0.43,0.48,123_SAD.csv
0.94,0.98,0.4,0.93,0.28,0.46,0.32,0.26,0.46,0.13,0.79,0.52,0.51,0.29,0.91,0.91,0.54,495_SUR.csv
0.25,0.18,0.95,0.34,0.55,0.75,0.7,0.23,0.34,0.51,0.62,0.58,0.76,0.6,0.21,0.47,0.43,302_ANG.csv
0.93,0.99,0.4,0.95,0.33,0.41,0.28,0.28,0.58,0.13,0.62,0.44,0.65,0.29,0.97,0.96,0.39,185_SUR.csv
0.53,0.46,0.47,0.72,0.31,0.15,0.54,0.22,0.32,0.31,0.79,0.57,0.7,0.43,0.48,0.41,0.47,320_NUT.csv
0.52,0.56,0.64,0.59,0.36,0.42,0.58,0.56,0.4,0.1,0.71,0.43,0.7,0.41,0.95,0.89,0.45,275_SUR.csv
0.71,0.86,0.51,0.92,0.43,0.37,0.38,0.41,0.57,0.28,0.6,0.43,0.84,0.32,0.95,0.87,0.44,265_SUR.csv
0.89,0.44,0.89,0.55,0.64,0.75,0.57,0.7,0.61,0.6,0.94,0.9,0.89,0.45,0.6,0.57,0.57,613_SAD.csv
0.54,0.42,0.44,0.61,0.68,0.75,0.38,0.71,0.93,0.55,0.6,0.3,0.73,0.32,0.94,0.69,0.47,301_HPY.csv
0.49,0.49,0.44,0.31,0.31,0.33,0.29,0.3,0.36,0.31,0.82,0.74,0.67,0.39,0.26,0.66,0.61,213_SAD.csv
0.49,0.18,0.45,0.39,0.91,0.91,0.49,0.86,0.95,0.72,0.59,0.29,0.74,0.38,0.97,0.62,0.51,381_HPY.csv
0.9,0.92,0.68,0.79,0.37,0.25,0.45,0.37,0.53,0.63,0.77,0.34,0.85,0.49,0.9,0.76,0.4,24_FER.csv
0.29,0.13,0.52,0.16,0.95,0.91,0.63,0.85,0.96,0.76,0.44,0.34,0.8,0.51,0.93,0.71,0.42,271_HPY.csv
0.48,0.49,0.27,0.66,0.31,0.3,0.39,0.31,0.49,0.46,0.55,0.54,0.73,0.39,0.41,0.42,0.46,360_NUT.csv
